itemid,priceupdatedate,itemcode,itemname,manufacturername,manufacturecountry,manufactureritemdescription,unitqty,quantity,unitofmeasure,itemprice,unitofmeasureprice
85815,2023-10-22 11:07:26,693493008662,"חומצה פולית 400 מק""ג",מעבדות,,"חומצה פולית 400 מק""ג","Unknown ",0.00,"יחידה   ",18.90,0.0000
86743,2023-12-19 13:07:22,7290112545657,מארז סוללות שנפ 4*10,ningbo battery,סין,מארז סוללות שנפ 4*10,,40.00,,49.90,1.2475
27604,2023-12-31 09:43:43,7290000158105,שניצל עוף דינוזאור ע,עוף טוב,ישראל,שניצל עוף דינוזאור ע,גרמים,700.00,100 גרם,32.50,4.6429
21904,2024-01-28 12:16:55,7290013269911,תרסיס קוטל K333 זוחל,סנו,,תרסיס קוטל K333 זוחל,מיליליטרים,750.00,"100 מ""ל",26.90,3.5867
79048,2024-01-31 09:07:29,7290017616926,ציפס קלאסי בלגי פרנץ,הורפרוסט,בלגיה,ציפס קלאסי בלגי פרנץ,"פריט    ",1.50,"ק""ג     ",21.90,14.6000
76332,2024-03-10 11:15:42,96619142453,"קשיו קירקלנד 1.13 ק""",",",לא ידוע,"קשיו קירקלנד 1.13 ק""",,1.13,,79.90,70.7080
70633,2024-03-25 10:40:22,744664060191,תערובת קראנצית עם פש,פרימה,ארצות הברית,תערובת קראנצית עם פש,גרמים,227.00,100 גרם,14.90,6.5639
88432,2024-03-28 10:07:22,7290002292760,עצמות מח פרוס קפוא א,סירסיל,אורוגואי,עצמות מח פרוס קפוא א,קילוגרמים,1.00,"ק""ג",49.90,49.9000
32313,2024-05-19 13:39:26,7290014758162,חלב עיזים תנובה 1 לי,תנובה מרכז שיתופי לש,ישראל,חלב עיזים תנובה 1 לי,,,"ליטר    ",16.50,16.5000
1732,2024-05-20 07:23:29,7290003031757,פסטרמה הודו פפריקה ט,טירת צבי,,פסטרמה הודו פפריקה ט,גרמים,400.00,100 גרם,31.90,7.9750
84303,,7290003072811,נקניקיות בראטוורסט ט,,,נקניקיות בראטוורסט ט,,320.00,,21.90,6.8437
84304,,7290003072835,נקניקיות קנאקוורסט ט,,,נקניקיות קנאקוורסט ט,,,,,
87495,2024-05-21 10:14:03,7290019397168,יין בראשית רזרב קברנ,יקב בראשית,,יין בראשית רזרב קברנ,מיליליטרים,750.00,"100 מ""ל",39.90,5.3200
291101,2023-01-08 08:33:40,7290107879521,שלגוני לה פרוטה תות,גלידות נסטלה,ישראל,שלגוני לה פרוטה תות,גרמים,360.00,100 גרם,21.90,6.0833
315933,2023-01-11 12:22:20,7290110568238,קצפת צמחית במתיקות מ,יטבתה,,קצפת צמחית במתיקות מ,מיליליטרים,250.00,"100 מ""ל",7.90,3.1600
253563,2023-01-11 12:22:22,7290004585907,דני וניל 125 גרם,שטראוס,,דני וניל 125 גרם,גרמים,125.00,100 גרם,2.70,2.1600
253564,,72993637,דני שוקולד 125 גרם,,,דני שוקולד 125 גרם,,,,,
294349,2023-01-11 12:22:23,7290107950206,מעדן דיאט שוקולד 0%,,,מעדן דיאט שוקולד 0%,מיליליטרים,130.00,"100 מ""ל",3.40,2.6154
326197,2023-01-22 12:07:47,7290110576837,רוטב עגבניות חריף שק,אימילאנה,איטליה,רוטב עגבניות חריף שק,גרמים,350.00,100 גרם,10.80,3.0857
321939,2023-03-12 06:32:56,7290008631624,פילה עוף קפוא אחדות,סנטרל גלאט,ישראל,פילה עוף קפוא אחדות,קילוגרמים,1.00,"ק""ג",47.90,47.9000
327235,2023-03-21 12:27:34,9000101563399,קפסולות ג'ל פרסיל 74,הנקל סוד,סרביה,קפסולות ג'ל פרסיל 74,"Unknown ",0.00,"יחידה   ",59.90,0.0000
327378,2023-03-28 16:07:37,7290019297536,חמאת בוטנים עם שברי,סופ נוטרי פודס,הודו,חמאת בוטנים עם שברי,גרמים,510.00,100 גרם,13.90,2.7255
259601,2023-03-29 08:26:12,5904941751920,משקה אנרגיה בלו דיי,אקו ביט,פולין,משקה אנרגיה בלו דיי,מיליליטרים,250.00,"100 מ""ל",3.90,1.5600
251723,2023-04-09 09:38:09,7290006742315,פסטרמה ברביקיו זוגלו,זוגלובק,ישראל,פסטרמה ברביקיו זוגלו,גרמים,330.00,100 גרם,27.90,8.4545
327501,2023-04-13 09:47:35,7290019107606,עגבניות מגי,אראל תוצרת חקלאית בע,,עגבניות מגי,"Unknown ",0.00,"יחידה   ",9.90,0.0000
312698,2023-04-16 06:26:00,844510013101,יין ג'רוזלם הילז קבר,אגדת,,יין ג'רוזלם הילז קבר,מיליליטרים,750.00,"100 מ""ל",41.90,5.5867
320847,2023-04-23 10:30:25,7290115208061,סירופ ויטמינצ'יק תפו,אסם,,סירופ ויטמינצ'יק תפו,קילוגרמים,1.00,"ליטר    ",12.90,12.9000
294488,2023-04-30 08:08:22,8888111030053,מארז מיץ אננס 4*240,S&W,פיליפינים,מארז מיץ אננס 4*240,מיליליטרים,960.00,"100 מ""ל",13.50,1.4063
302932,2023-04-30 08:08:27,838948008969,קרקר יו מרובע שניידר,שניידרס,צרפת,קרקר יו מרובע שניידר,גרמים,300.00,100 גרם,11.90,3.9667
247680,2023-05-28 12:20:58,7290006306319,רביולי בטטה נונה 400,פסטה נונה,ישראל,רביולי בטטה נונה 400,,400.00,,25.90,6.4750
247681,2023-05-28 12:20:59,7290006306326,רביולי פטריות ופרמזן,,,רביולי פטריות ופרמזן,,,,,
261041,2023-05-31 12:22:45,8076809513654,רוטב בסיס לבולונז בר,ברילה,איטליה,רוטב בסיס לבולונז בר,,,,14.90,3.7250
261043,,8076809513388,רוטב עגבניות ארביאטה,,,רוטב עגבניות ארביאטה,,,,,
261044,,8076809513692,רוטב עגבניות נפולטנה,,,רוטב עגבניות נפולטנה,,,,,
260309,2023-06-05 09:55:19,7290000051307,מארז הפסקת אוכל דגני,תנובה מרכז שיתופי לש,ישראל,מארז הפסקת אוכל דגני,מיליליטרים,150.00,"100 מ""ל",9.90,6.6000
292673,2023-06-11 08:54:20,7290101869764,מבשם אוטומטי אירוויק,רקיט בנקיזר,פולין,מבשם אוטומטי אירוויק,"Unknown ",0.00,"יחידה   ",44.90,0.0000
315534,2023-06-11 08:54:21,7290112004536,מילוי מבשם אוטומטי א,,,מילוי מבשם אוטומטי א,מיליליטרים,750.00,"100 מ""ל",32.90,4.3867
261407,2023-06-27 14:24:24,7290103155087,שקיות אשפה עם ידיות,רווח,סין,שקיות אשפה עם ידיות,"Unknown ",0.00,"יחידה   ",19.90,0.0000
328482,2023-06-29 15:07:33,7290108356915,גל מקסימה מרוכז 2X ב,סנו,ישראל,גל מקסימה מרוכז 2X ב,קילוגרמים,1.50,"ליטר    ",29.90,19.9333
328608,2023-07-10 07:27:35,7290119370771,רביולי גבינה וזיתים,שטראוס,,רביולי גבינה וזיתים,גרמים,400.00,100 גרם,19.90,4.9750
267122,2023-07-30 11:52:11,7290002285724,אנטריקוט סקין פאק עט,מקין ביף,פולין,אנטריקוט סקין פאק עט,קילוגרמים,1.00,"ק""ג",189.90,189.9000
328999,2023-08-01 15:27:37,7290112005519,מבשם אוויר+מכשיר איר,רקיט בנקיזר,הונגריה,מבשם אוויר+מכשיר איר,"Unknown ",0.00,"יחידה   ",54.90,0.0000
329000,,7290112005502,,,,,,,,,
329269,2023-08-15 15:47:34,7290019302834,יין כרמל חבית 248 פט,יקבי כרמל,ישראל,יין כרמל חבית 248 פט,מיליליטרים,750.00,"100 מ""ל",129.90,17.3200
329270,,7290019302841,יין כרמל חבית 92,,,יין כרמל חבית 92,,,,139.90,18.6533
329290,2023-08-15 17:07:34,8593868000050,בירה סטארופרמן פחית,סטארופרמן,צכיה,בירה סטארופרמן פחית,,500.00,,11.90,2.3800
329733,2023-09-06 11:47:37,87752016404,יין אור הגנוז הר סינ,חבל יתיר,לא ידוע,יין אור הגנוז הר סינ,,750.00,,99.90,13.3200
330248,2023-10-09 11:27:36,3574660066203,קרם ידיים ניוטרוג'ינ,גונסון אנד גונסון,צרפת,קרם ידיים ניוטרוג'ינ,,75.00,,19.90,26.5333
330464,2023-10-23 09:07:36,7290108354287,קרם גוף קרמה עשיר חמ,קוסמופארם,ישראל,קרם גוף קרמה עשיר חמ,,500.00,,,3.9800
330716,2023-11-05 12:47:34,6001087364614,דאו ספריי אקס בלאק 1,יוניליוור,אנגליה,דאו ספריי אקס בלאק 1,,150.00,,9.90,6.6000
330723,2023-11-05 13:07:34,6001087364690,דאו ספריי אקס WILD S,,,דאו ספריי אקס WILD S,,,,,
296153,2023-11-20 08:37:12,7290002129493,מארז פיצה איטלקית דק,שלושת האופים,ישראל,מארז פיצה איטלקית דק,גרמים,960.00,100 גרם,36.90,3.8437
331010,2023-11-21 17:27:43,7290002000143,קרם ידיים פנג'ל 80 מ,אינטרקוסמא 1985 במ,,קרם ידיים פנג'ל 80 מ,מיליליטרים,100.00,"100 מ""ל",7.50,7.5000
331254,2023-12-03 10:27:35,7290112487674,קערית אובלית פרח ורו,פאלאס,תורכיה,קערית אובלית פרח ורו,"Unknown ",0.00,"יחידה   ",7.90,0.0000
331279,2023-12-03 16:27:34,7613036984492,קפסולות סטארבקס פייק,אסם,ישראל,קפסולות סטארבקס פייק,גרמים,53.00,100 גרם,21.50,40.5660
331282,,7613287855565,קפסולות סטארבקס גווא,,,קפסולות סטארבקס גווא,,52.00,,,41.3462
247798,2023-12-04 07:22:09,7290006741363,בורקס תפוא זוגלובק 8,זוגלובק,,בורקס תפוא זוגלובק 8,,800.00,,15.90,1.9875
326274,2023-12-25 08:38:44,7290002296744,שריר מוזה סקין פאק ט,מקין ביף,פולין,שריר מוזה סקין פאק ט,קילוגרמים,1.00,"ק""ג",89.90,89.9000
319967,2024-01-16 08:40:42,7290108620030,יין קפיטל מרלו,יקבי ציון,ישראל,יין קפיטל מרלו,מיליליטרים,750.00,"100 מ""ל",54.90,7.3200
254217,2024-01-28 07:20:46,7290013269911,תרסיס קוטל K333 זוחל,סנו,,תרסיס קוטל K333 זוחל,,,,26.90,3.5867
331993,2024-01-28 15:27:38,7290117905869,סוכריות גומי קפיצי נ,",",,סוכריות גומי קפיצי נ,גרמים,300.00,100 גרם,14.90,4.9667
332010,,7290117906118,סוכריות גומי קפיצי ב,,,סוכריות גומי קפיצי ב,,,,,
252542,2024-02-04 06:12:47,7290013080295,מארז באגסי ברביקיו 2,א מ חטיפי העמק בעמ,,מארז באגסי ברביקיו 2,,400.00,,9.90,2.4750
332140,2024-02-07 15:07:45,7290108620498,יין קפיטל רוזה,יקבי ציון,,יין קפיטל רוזה,מיליליטרים,750.00,"100 מ""ל",54.90,7.3200
313791,2024-02-13 08:51:57,7290017068954,אורז בסמטי סלקטד 1 ק,מיה תעשיות מזון בעמ,,אורז בסמטי סלקטד 1 ק,"פריט    ",1.00,"ק""ג     ",14.80,14.8000
332271,2024-02-15 14:27:45,5013967017627,ויסקי לוך ארד סינגל,וויט ומקאי,סקוטלנד,ויסקי לוך ארד סינגל,מיליליטרים,700.00,"100 מ""ל",99.90,14.2714
250442,2024-02-22 09:18:14,7290104061417,חומוס עם טחינה אחלה,שטראוס,ישראל,חומוס עם טחינה אחלה,גרמים,400.00,100 גרם,10.80,2.7000
250443,,7290104061431,חומוס עם צנוברים אחל,,,חומוס עם צנוברים אחל,,,,,
326013,2024-02-26 11:33:23,7290011022563,ניילון נצמד הנמל 150,ווינפאק סחר בעמ,,ניילון נצמד הנמל 150,מטרים,150.00,מטר,9.90,0.0660
254838,2024-03-03 06:18:33,7290003387205,דאו ספיד סטיק רגולר,קולגייט פלמוליב,בלרוס,דאו ספיד סטיק רגולר,גרמים,56.60,100 גרם,21.90,38.6926
288329,2024-03-03 06:18:35,7290105434067,דאו ספיד סטיק אושן 8,,,דאו ספיד סטיק אושן 8,,85.00,,,25.7647
332519,2024-03-03 12:07:36,7290101114369,מאגדת שלגוני גלית 99,הגלידות של פלדמן,ישראל,מאגדת שלגוני גלית 99,,210.00,,9.90,4.7143
332542,2024-03-03 15:27:36,7290017289847,יין  טפרברג לגסי קבר,חבל יתיר,,יין  טפרברג לגסי קבר,מיליליטרים,750.00,"100 מ""ל",199.90,26.6533
247669,2024-03-05 12:35:39,7290006251343,תה פסיפלורה מנגו ויס,ויסוצקי,,תה פסיפלורה מנגו ויס,גרמים,63.00,100 גרם,19.90,31.5873
332596,2024-03-07 10:27:39,7290002277422,ריבועי בצק עלים מרוד,אופרה,,ריבועי בצק עלים מרוד,,700.00,,14.90,2.1286
332635,2024-03-11 13:07:37,5201008423609,ופל מצופה שוקולד חלב,טוטיס,יוון,ופל מצופה שוקולד חלב,,180.00,,9.90,5.5000
314035,2024-03-13 12:33:39,8718951264618,משחת קולגייט אופטיק,קולגייט פלמוליב,פולין,משחת קולגייט אופטיק,,75.00,,24.90,33.2000
332680,2024-03-13 17:27:38,7290010161669,דאו ספריי אדם פרימיי,"סאסא קוסמטיקס אגש""ח",ישראל,דאו ספריי אדם פרימיי,מיליליטרים,200.00,"100 מ""ל",12.90,6.4500
332858,2024-03-21 12:47:45,7290019603399,תבלין גריל  עוף מיה,מיה תעשיות מזון בעמ,,תבלין גריל  עוף מיה,גרמים,80.00,100 גרם,7.50,9.3750
333077,2024-03-28 12:47:44,7290117906408,חלבה שקדים שקדיה 400,עאקר חפז,,חלבה שקדים שקדיה 400,,400.00,,14.90,3.7250
333134,2024-04-01 12:47:46,72994818,שמרים טריים שמרית 25,פאקא תעשיות בעמ,,שמרים טריים שמרית 25,,25.00,,1.80,7.2000
332240,2024-04-07 08:33:26,87752013854,יין ברטנורא מוסקטו ר,אס סי אס סי אי,איטליה,יין ברטנורא מוסקטו ר,מיליליטרים,750.00,"100 מ""ל",74.90,9.9867
333241,2024-04-08 11:27:45,7290112488404,"סט סכו""ם כתר לפיד זה",פאלאס,סין,"סט סכו""ם כתר לפיד זה","Unknown ",0.00,"יחידה   ",29.90,0.0000
333258,2024-04-08 14:27:47,7290018208533,תמר מגהול ישראלי כסף,אראל תוצרת חקלאית בע,ישראל,תמר מגהול ישראלי כסף,גרמים,900.00,100 גרם,34.90,3.8778
333641,2024-05-06 17:07:35,3332418010232,יין שאבלי לה שאבליזי,לה שאבליזיין,צרפת,יין שאבלי לה שאבליזי,מיליליטרים,750.00,"100 מ""ל",79.90,10.6533
312017,2024-05-13 07:42:42,7290101112921,מאגדת גלידל פרי פירו,הגלידות של פלדמן,ישראל,מאגדת גלידל פרי פירו,גרמים,640.00,100 גרם,24.90,3.8906
332515,2024-05-13 07:42:43,7290101114338,מאגדת שלגוני פלדמן 9,,,מאגדת שלגוני פלדמן 9,,200.00,,,12.4500
328933,2024-05-19 06:21:59,7290003072811,נקניקיות בראטוורסט ט,טירת צבי,,נקניקיות בראטוורסט ט,,320.00,,21.90,6.8437
260255,2024-05-19 06:22:01,7290013906311,פסטרמה מעושנת טירת צ,,,פסטרמה מעושנת טירת צ,,400.00,,32.90,8.2250
247046,2024-05-19 06:22:06,7290000042503,חלב עמיד 3% תנובה 1,תנובה מרכז שיתופי לש,,חלב עמיד 3% תנובה 1,קילוגרמים,1.00,"ליטר    ",7.90,7.9000
333821,2024-05-20 12:07:37,7509546666860,דאו ספריי ספיד סטיק,קולגייט פלמוליב,בלרוס,דאו ספריי ספיד סטיק,מיליליטרים,150.00,"100 מ""ל",15.90,10.6000
329054,2024-05-21 08:50:31,7290019204800,רצועות שניצל סופר קר,עוף טוב,ישראל,רצועות שניצל סופר קר,גרמים,600.00,100 גרם,39.90,6.6500
248621,2024-05-27 10:55:28,7290009008418,שזיף אדום,אראל תוצרת חקלאית בע,,שזיף אדום,קילוגרמים,1.00,"ק""ג",14.90,14.9000
304252,2024-05-28 10:36:12,7290112481948,מגש עגול 12 בלו שיין,פאלאס,סין,מגש עגול 12 בלו שיין,"Unknown ",0.00,"יחידה   ",12.90,0.0000
334191,2024-06-04 15:07:55,8700216134712,קפסולות ג'ל אריאל בנ,פרוקטר & גמבל,צרפת,קפסולות ג'ל אריאל בנ,,,,59.90,
313638,2024-06-16 08:07:17,835811001331,סט מרקיות ולפתניות נ,מיקרון מקינה,תורכיה,סט מרקיות ולפתניות נ,,,,21.90,
326832,2024-06-16 08:07:20,7290019635000,פתיתי פרמזן 23% המחל,מחלבת בית יצחק,ישראל,פתיתי פרמזן 23% המחל,גרמים,100.00,100 גרם,12.50,12.5000
328748,2024-06-16 08:07:21,7290101114161,גלידה  תות לימון פלד,הגלידות של פלדמן,,גלידה  תות לימון פלד,קילוגרמים,2.00,"ליטר    ",19.90,9.9500
255520,2024-07-02 08:21:41,7290003229215,פסטרמה איטלקית טירת,טירת צבי,,פסטרמה איטלקית טירת,גרמים,360.00,100 גרם,29.90,8.3056
334696,2024-07-04 14:07:36,7290119056552,עוגיות טריקולד שוקול,קפולסקי אדל בעמ,,עוגיות טריקולד שוקול,,180.00,,11.90,6.6111
287555,2024-08-04 15:18:43,7290101869719,גל למדיח פיניש בניחו,רקיט בנקיזר,פולין,גל למדיח פיניש בניחו,מיליליטרים,600.00,"100 מ""ל",14.90,2.4833
335185,2024-08-07 11:47:37,7290012561658,מיץ לימון טבעי מפוסט,דורות,ישראל,מיץ לימון טבעי מפוסט,גרמים,65.00,100 גרם,5.90,9.0769
